RetainedTxp	DuplicateTxp
lcl|NT_033777.3_cds_NP_477254.1_24998	lcl|NT_033777.3_cds_NP_731490.1_24999
lcl|NT_033777.3_cds_NP_650651.1_26797	lcl|NT_033777.3_cds_NP_001262682.1_26798
lcl|NT_033777.3_cds_NP_650651.1_26797	lcl|NT_033777.3_cds_NP_001262683.1_26799
lcl|NT_033777.3_cds_NP_650651.1_26797	lcl|NT_033777.3_cds_NP_001287380.1_26800
lcl|NC_004354.4_cds_NP_525052.1_724	lcl|NC_004354.4_cds_NP_726818.1_725
lcl|NC_004354.4_cds_NP_525052.1_724	lcl|NC_004354.4_cds_NP_001284829.1_726
lcl|NT_033777.3_cds_NP_650842.2_27283	lcl|NT_033777.3_cds_NP_001247197.1_27284
lcl|NT_033777.3_cds_NP_650842.2_27283	lcl|NT_033777.3_cds_NP_001247198.1_27285
lcl|NT_033778.4_cds_NP_610905.1_13839	lcl|NT_033778.4_cds_NP_001286395.1_13840
lcl|NT_033779.5_cds_NP_609932.1_10284	lcl|NT_033779.5_cds_NP_001260551.1_10285
lcl|NT_033779.5_cds_NP_609932.1_10284	lcl|NT_033779.5_cds_NP_001260552.1_10286
lcl|NT_033779.5_cds_NP_609932.1_10284	lcl|NT_033779.5_cds_NP_001260553.1_10287
lcl|NT_033778.4_cds_NP_001097451.1_17215	lcl|NT_033778.4_cds_NP_001097452.1_17216
lcl|NT_033778.4_cds_NP_001097451.1_17215	lcl|NT_033778.4_cds_NP_001246515.1_17217
lcl|NT_033778.4_cds_NP_001097451.1_17215	lcl|NT_033778.4_cds_NP_611988.2_17218
lcl|NT_037436.4_cds_NP_647816.2_18324	lcl|NT_037436.4_cds_NP_001014556.1_18325
lcl|NT_033778.4_cds_NP_001097358.1_14987	lcl|NT_033778.4_cds_NP_001286536.1_14988
lcl|NT_037436.4_cds_NP_649251.2_22559	lcl|NT_037436.4_cds_NP_730563.1_22560
lcl|NT_033777.3_cds_NP_649674.1_23941	lcl|NT_033777.3_cds_NP_001262324.1_23942
lcl|NT_033779.5_cds_NP_609322.1_8236	lcl|NT_033779.5_cds_NP_001260304.1_8237
lcl|NT_033778.4_cds_NP_610546.1_12645	lcl|NT_033778.4_cds_NP_001286265.1_12646
lcl|NT_033778.4_cds_NP_610546.1_12645	lcl|NT_033778.4_cds_NP_001286267.1_12647
lcl|NT_033778.4_cds_NP_001260870.2_12871	lcl|NT_033778.4_cds_NP_001286288.2_12872
lcl|NT_033777.3_cds_NP_524282.4_24365	lcl|NT_033777.3_cds_NP_001287235.1_24366
lcl|NT_033777.3_cds_NP_524369.1_26318	lcl|NT_033777.3_cds_NP_732081.1_26319
lcl|NT_033777.3_cds_NP_524369.1_26318	lcl|NT_033777.3_cds_NP_732082.1_26320
lcl|NT_033777.3_cds_NP_524369.1_26318	lcl|NT_033777.3_cds_NP_732083.1_26321
lcl|NT_033777.3_cds_NP_524369.1_26318	lcl|NT_033777.3_cds_NP_001287343.1_26322
lcl|NT_037436.4_cds_NP_524829.1_19854	lcl|NT_037436.4_cds_NP_729481.1_19855
lcl|NT_037436.4_cds_NP_524829.1_19854	lcl|NT_037436.4_cds_NP_729482.1_19856
lcl|NT_037436.4_cds_NP_524829.1_19854	lcl|NT_037436.4_cds_NP_729483.1_19857
lcl|NT_037436.4_cds_NP_524829.1_19854	lcl|NT_037436.4_cds_NP_729484.1_19858
lcl|NT_037436.4_cds_NP_524829.1_19854	lcl|NT_037436.4_cds_NP_729485.1_19859
lcl|NT_037436.4_cds_NP_524829.1_19854	lcl|NT_037436.4_cds_NP_001261626.1_19860
lcl|NT_037436.4_cds_NP_524829.1_19854	lcl|NT_037436.4_cds_NP_001261627.1_19861
lcl|NT_033779.5_cds_NP_001036384.1_11086	lcl|NT_033779.5_cds_NP_001188863.1_11087
lcl|NT_033779.5_cds_NP_609852.1_10022	lcl|NT_033779.5_cds_NP_001286018.1_10023
lcl|NT_033777.3_cds_NP_001097785.1_25877	lcl|NT_033777.3_cds_NP_477263.1_25878
lcl|NT_033777.3_cds_NP_001097785.1_25877	lcl|NT_033777.3_cds_NP_001262560.1_25879
lcl|NT_033777.3_cds_NP_733146.2_29147	lcl|NT_033777.3_cds_NP_651471.2_29148
lcl|NT_033778.4_cds_NP_476894.1_16849	lcl|NT_033778.4_cds_NP_599117.1_16850
lcl|NT_033778.4_cds_NP_476894.1_16849	lcl|NT_033778.4_cds_NP_001286801.1_16851
lcl|NT_037436.4_cds_NP_648387.2_20116	lcl|NT_037436.4_cds_NP_001287020.1_20117
lcl|NC_004354.4_cds_NP_572871.1_3135	lcl|NC_004354.4_cds_NP_001285198.1_3136
lcl|NT_033778.4_cds_NP_726172.1_16251	lcl|NT_033778.4_cds_NP_001286707.1_16252
lcl|NT_033778.4_cds_NP_726172.1_16251	lcl|NT_033778.4_cds_NP_001286708.1_16253
lcl|NC_004354.4_cds_NP_727163.2_1678	lcl|NC_004354.4_cds_NP_727165.2_1679
lcl|NT_033779.5_cds_NP_609020.3_7186	lcl|NT_033779.5_cds_NP_001285668.1_7187
lcl|NT_033777.3_cds_NP_651670.1_29694	lcl|NT_033777.3_cds_NP_733268.1_29695
lcl|NT_033777.3_cds_NP_651670.1_29694	lcl|NT_033777.3_cds_NP_733269.1_29696
lcl|NT_033779.5_cds_NP_001097162.1_9460	lcl|NT_033779.5_cds_NP_001162980.1_9461
lcl|NT_033779.5_cds_NP_001097162.1_9460	lcl|NT_033779.5_cds_NP_001285941.1_9462
lcl|NT_033779.5_cds_NP_001097162.1_9460	lcl|NT_033779.5_cds_NP_001285942.1_9463
lcl|NT_037436.4_cds_NP_001246670.1_19556	lcl|NT_037436.4_cds_NP_996025.1_19557
lcl|NT_033777.3_cds_NP_651569.1_29427	lcl|NT_033777.3_cds_NP_733215.1_29428
lcl|NT_033777.3_cds_NP_651569.1_29427	lcl|NT_033777.3_cds_NP_733216.1_29429
lcl|NT_033777.3_cds_NP_651569.1_29427	lcl|NT_033777.3_cds_NP_733217.1_29430
lcl|NT_033777.3_cds_NP_651569.1_29427	lcl|NT_033777.3_cds_NP_733218.1_29431
lcl|NT_033777.3_cds_NP_651569.1_29427	lcl|NT_033777.3_cds_NP_733219.1_29432
lcl|NC_004353.4_cds_NP_001033803.3_30561	lcl|NC_004353.4_cds_NP_001014689.3_30562
lcl|NC_004353.4_cds_NP_001033803.3_30561	lcl|NC_004353.4_cds_NP_001188518.1_30563
lcl|NT_033778.4_cds_NP_611494.1_15787	lcl|NT_033778.4_cds_NP_725981.1_15788
lcl|NT_033779.5_cds_NP_476909.2_10471	lcl|NT_033779.5_cds_NP_599118.2_10472
lcl|NT_033779.5_cds_NP_476909.2_10471	lcl|NT_033779.5_cds_NP_599119.2_10473
lcl|NT_033779.5_cds_NP_476909.2_10471	lcl|NT_033779.5_cds_NP_599120.2_10474
lcl|NT_033779.5_cds_NP_476909.2_10471	lcl|NT_033779.5_cds_NP_001027281.1_10475
lcl|NT_033778.4_cds_NP_995779.2_12133	lcl|NT_033778.4_cds_NP_724679.2_12134
lcl|NT_033777.3_cds_NP_733292.1_29778	lcl|NT_033777.3_cds_NP_733293.1_29779
lcl|NT_033777.3_cds_NP_733292.1_29778	lcl|NT_033777.3_cds_NP_001263070.1_29780
lcl|NC_004354.4_cds_NP_569970.2_536	lcl|NC_004354.4_cds_NP_001188534.1_537
lcl|NC_004354.4_cds_NP_569970.2_536	lcl|NC_004354.4_cds_NP_001259170.1_538
lcl|NC_004354.4_cds_NP_569970.2_536	lcl|NC_004354.4_cds_NP_001259171.1_539
lcl|NT_033779.5_cds_NP_477200.1_10393	lcl|NT_033779.5_cds_NP_001188845.1_10394
lcl|NC_004354.4_cds_NP_001096905.1_1934	lcl|NC_004354.4_cds_NP_001162701.1_1935
lcl|NC_004354.4_cds_NP_001096905.1_1934	lcl|NC_004354.4_cds_NP_001259330.1_1936
lcl|NT_033777.3_cds_NP_001036660.1_23317	lcl|NT_033777.3_cds_NP_649456.3_23318
lcl|NT_033778.4_cds_NP_611661.1_16279	lcl|NT_033778.4_cds_NP_726187.1_16280
lcl|NT_033778.4_cds_NP_611661.1_16279	lcl|NT_033778.4_cds_NP_726188.1_16281
lcl|NT_033778.4_cds_NP_611661.1_16279	lcl|NT_033778.4_cds_NP_726189.1_16282
lcl|NT_033778.4_cds_NP_611661.1_16279	lcl|NT_033778.4_cds_NP_001286712.1_16283
lcl|NT_033777.3_cds_NP_650422.1_26079	lcl|NT_033777.3_cds_NP_731968.1_26080
lcl|NT_033777.3_cds_NP_650422.1_26079	lcl|NT_033777.3_cds_NP_001262583.1_26081
lcl|NC_004354.4_cds_NP_572457.1_1887	lcl|NC_004354.4_cds_NP_001285009.1_1888
lcl|NT_033779.5_cds_NP_609393.1_8437	lcl|NT_033779.5_cds_NP_001260338.1_8438
lcl|NT_033779.5_cds_NP_608688.3_6111	lcl|NT_033779.5_cds_NP_001259943.1_6112
lcl|NC_004354.4_cds_NP_572614.1_2375	lcl|NC_004354.4_cds_NP_001285081.1_2376
lcl|NC_004354.4_cds_NP_572614.1_2375	lcl|NC_004354.4_cds_NP_001285082.1_2377
lcl|NT_033777.3_cds_NP_650577.1_26587	lcl|NT_033777.3_cds_NP_732180.1_26588
lcl|NT_033777.3_cds_NP_650577.1_26587	lcl|NT_033777.3_cds_NP_732181.1_26589
lcl|NT_033777.3_cds_NP_650577.1_26587	lcl|NT_033777.3_cds_NP_996220.1_26590
lcl|NT_033777.3_cds_NP_650577.1_26587	lcl|NT_033777.3_cds_NP_001303471.1_26591
lcl|NT_033777.3_cds_NP_650577.1_26587	lcl|NT_033777.3_cds_NP_001303474.1_26592
lcl|NT_033777.3_cds_NP_651678.1_29723	lcl|NT_033777.3_cds_NP_733278.1_29724
lcl|NC_004354.4_cds_NP_608360.2_4972	lcl|NC_004354.4_cds_NP_001245771.1_4973
lcl|NC_004354.4_cds_NP_608360.2_4972	lcl|NC_004354.4_cds_NP_001259736.1_4974
lcl|NC_004354.4_cds_NP_608321.1_4840	lcl|NC_004354.4_cds_NP_001259710.1_4841
lcl|NT_033778.4_cds_NP_725023.1_13068	lcl|NT_033778.4_cds_NP_001188906.1_13069
lcl|NT_033778.4_cds_NP_001163223.1_15895	lcl|NT_033778.4_cds_NP_995910.2_15896
lcl|NT_033777.3_cds_NP_001247366.1_30054	lcl|NT_033777.3_cds_NP_001247367.1_30055
lcl|NT_033778.4_cds_NP_001260879.1_12997	lcl|NT_033778.4_cds_NP_995811.1_12998
lcl|NT_033778.4_cds_NP_001260879.1_12997	lcl|NT_033778.4_cds_NP_001286303.1_12999
lcl|NT_033779.5_cds_NP_609519.1_8823	lcl|NT_033779.5_cds_NP_001260394.1_8824
lcl|NT_033778.4_cds_NP_477128.1_16798	lcl|NT_033778.4_cds_NP_001246485.1_16799
lcl|NT_033778.4_cds_NP_477128.1_16798	lcl|NT_033778.4_cds_NP_001246486.1_16800
lcl|NT_037436.4_cds_NP_730600.1_22671	lcl|NT_037436.4_cds_NP_730601.1_22672
lcl|NT_033777.3_cds_NP_651796.1_30088	lcl|NT_033777.3_cds_NP_001263108.1_30089
lcl|NT_037436.4_cds_NP_728908.1_18402	lcl|NT_037436.4_cds_NP_523909.2_18403
lcl|NT_037436.4_cds_NP_728908.1_18402	lcl|NT_037436.4_cds_NP_001261383.1_18404
lcl|NT_037436.4_cds_NP_728908.1_18402	lcl|NT_037436.4_cds_NP_995994.1_18405
lcl|NT_033779.5_cds_NP_477421.1_5893	lcl|NT_033779.5_cds_NP_001162853.1_5894
lcl|NT_033779.5_cds_NP_609602.2_9108	lcl|NT_033779.5_cds_NP_001285884.1_9109
lcl|NC_004354.4_cds_NP_652538.1_2152	lcl|NC_004354.4_cds_NP_001285037.1_2153
lcl|NT_033779.5_cds_NP_476566.1_7035	lcl|NT_033779.5_cds_NP_001260113.1_7036
lcl|NT_033779.5_cds_NP_610062.2_10715	lcl|NT_033779.5_cds_NP_788081.1_10716
lcl|NT_033779.5_cds_NP_610062.2_10715	lcl|NT_033779.5_cds_NP_001188857.1_10717
lcl|NT_033779.5_cds_NP_610062.2_10715	lcl|NT_033779.5_cds_NP_001188858.1_10718
lcl|NT_033779.5_cds_NP_610062.2_10715	lcl|NT_033779.5_cds_NP_995737.2_10719
lcl|NT_033779.5_cds_NP_610062.2_10715	lcl|NT_033779.5_cds_NP_001286108.1_10720
lcl|NT_037436.4_cds_NP_648750.1_21146	lcl|NT_037436.4_cds_NP_730025.1_21147
lcl|NC_004354.4_cds_NP_573144.2_4137	lcl|NC_004354.4_cds_NP_001259625.1_4138
lcl|NC_004354.4_cds_NP_573144.2_4137	lcl|NC_004354.4_cds_NP_001259626.1_4139
lcl|NC_004354.4_cds_NP_573144.2_4137	lcl|NC_004354.4_cds_NP_001259627.1_4140
lcl|NT_033779.5_cds_NP_476868.1_9509	lcl|NT_033779.5_cds_NP_001285948.1_9510
lcl|NT_033778.4_cds_NP_610578.1_12816	lcl|NT_033778.4_cds_NP_724921.1_12817
lcl|NT_033778.4_cds_NP_610578.1_12816	lcl|NT_033778.4_cds_NP_724922.1_12818
lcl|NT_037436.4_cds_NP_524706.2_20112	lcl|NT_037436.4_cds_NP_729596.1_20113
lcl|NC_004354.4_cds_NP_511057.1_1410	lcl|NC_004354.4_cds_NP_001284928.1_1411
lcl|NC_004354.4_cds_NP_511057.1_1410	lcl|NC_004354.4_cds_NP_001284929.1_1412
lcl|NC_004354.4_cds_NP_511057.1_1410	lcl|NC_004354.4_cds_NP_001284930.1_1413
lcl|NC_004354.4_cds_NP_511057.1_1410	lcl|NC_004354.4_cds_NP_001284931.1_1414
lcl|NC_004353.4_cds_NP_726534.2_30488	lcl|NC_004353.4_cds_NP_726536.2_30489
lcl|NT_033777.3_cds_NP_788765.1_30003	lcl|NT_033777.3_cds_NP_788766.1_30004
lcl|NT_037436.4_cds_NP_524174.1_22340	lcl|NT_037436.4_cds_NP_001262084.1_22341
lcl|NT_033777.3_cds_NP_733443.1_30361	lcl|NT_033777.3_cds_NP_733444.1_30362
lcl|NT_033777.3_cds_NP_733443.1_30361	lcl|NT_033777.3_cds_NP_733445.1_30363
lcl|NT_033777.3_cds_NP_733443.1_30361	lcl|NT_033777.3_cds_NP_001189329.1_30364
lcl|NT_037436.4_cds_NP_001027095.1_17603	lcl|NT_037436.4_cds_NP_001027096.1_17604
lcl|NT_033778.4_cds_NP_610696.1_13183	lcl|NT_033778.4_cds_NP_001286319.1_13184
lcl|NT_033777.3_cds_NP_001287229.1_24292	lcl|NT_033777.3_cds_NP_001287230.1_24293
lcl|NT_033777.3_cds_NP_001287229.1_24292	lcl|NT_033777.3_cds_NP_001027152.1_24294
lcl|NT_033777.3_cds_NP_001287229.1_24292	lcl|NT_033777.3_cds_NP_001027153.1_24295
lcl|NT_033779.5_cds_NP_609651.1_9220	lcl|NT_033779.5_cds_NP_001285898.1_9221
lcl|NT_033778.4_cds_NP_610524.1_12559	lcl|NT_033778.4_cds_NP_001286255.1_12560
lcl|NT_037436.4_cds_NP_001097561.1_19882	lcl|NT_037436.4_cds_NP_001097562.1_19883
lcl|NT_037436.4_cds_NP_001097561.1_19882	lcl|NT_037436.4_cds_NP_729491.1_19884
lcl|NT_037436.4_cds_NP_001097561.1_19882	lcl|NT_037436.4_cds_NP_001287003.1_19885
lcl|NC_004354.4_cds_NP_001334682.1_3779	lcl|NC_004354.4_cds_NP_996458.1_3780
lcl|NT_033779.5_cds_NP_001162889.1_6977	lcl|NT_033779.5_cds_NP_001162890.1_6978
lcl|NT_033779.5_cds_NP_001162889.1_6977	lcl|NT_033779.5_cds_NP_001260102.1_6979
lcl|NT_037436.4_cds_NP_001261571.1_19478	lcl|NT_037436.4_cds_NP_001261572.1_19479
lcl|NC_004354.4_cds_NP_001097006.1_4206	lcl|NC_004354.4_cds_NP_573171.1_4207
lcl|NC_004354.4_cds_NP_001097006.1_4206	lcl|NC_004354.4_cds_NP_001188653.1_4208
lcl|NT_033777.3_cds_NP_001138076.1_27020	lcl|NT_033777.3_cds_NP_650729.1_27021
lcl|NT_033777.3_cds_NP_001138076.1_27020	lcl|NT_033777.3_cds_NP_001287394.1_27022
lcl|NT_033779.5_cds_NP_001137843.1_10628	lcl|NT_033779.5_cds_NP_001246105.1_10629
lcl|NT_033779.5_cds_NP_001137843.1_10628	lcl|NT_033779.5_cds_NP_001260625.1_10630
lcl|NC_004354.4_cds_NP_001245647.1_3047	lcl|NC_004354.4_cds_NP_001245649.2_3048
lcl|NC_004354.4_cds_NP_001245647.1_3047	lcl|NC_004354.4_cds_NP_001285173.1_3049
lcl|NC_004354.4_cds_NP_728244.1_4775	lcl|NC_004354.4_cds_NP_001285437.1_4776
lcl|NT_033779.5_cds_NP_001259837.1_5658	lcl|NT_033779.5_cds_NP_608534.2_5659
lcl|NT_033778.4_cds_NP_725847.1_15440	lcl|NT_033778.4_cds_NP_001014534.1_15441
lcl|NT_037436.4_cds_NP_648753.1_21156	lcl|NT_037436.4_cds_NP_001261871.1_21157
lcl|NT_033777.3_cds_NP_649690.1_24014	lcl|NT_033777.3_cds_NP_001246957.1_24015
lcl|NT_033779.5_cds_NP_001036342.1_7441	lcl|NT_033779.5_cds_NP_523498.2_7442
lcl|NT_033779.5_cds_NP_001097075.2_6442	lcl|NT_033779.5_cds_NP_001285592.1_6443
lcl|NT_033779.5_cds_NP_477189.1_8444	lcl|NT_033779.5_cds_NP_001260340.1_8445
lcl|NT_033779.5_cds_NP_477189.1_8444	lcl|NT_033779.5_cds_NP_001260341.1_8446
lcl|NT_033777.3_cds_NP_524998.1_29553	lcl|NT_033777.3_cds_NP_733245.1_29554
lcl|NT_033777.3_cds_NP_524998.1_29553	lcl|NT_033777.3_cds_NP_001163757.1_29555
lcl|NT_033777.3_cds_NP_996171.1_23992	lcl|NT_033777.3_cds_NP_996174.1_23993
lcl|NT_033779.5_cds_NP_610056.1_10687	lcl|NT_033779.5_cds_NP_001260639.1_10688
lcl|NT_033777.3_cds_NP_650722.1_26976	lcl|NT_033777.3_cds_NP_732337.1_26977
lcl|NC_004354.4_cds_NP_572834.2_3022	lcl|NC_004354.4_cds_NP_001259495.1_3023
lcl|NC_004354.4_cds_NP_572834.2_3022	lcl|NC_004354.4_cds_NP_001259496.1_3024
lcl|NC_004354.4_cds_NP_572898.1_3197	lcl|NC_004354.4_cds_NP_001259517.1_3198
lcl|NT_033777.3_cds_NP_650355.2_25942	lcl|NT_033777.3_cds_NP_001247101.1_25943
lcl|NT_033777.3_cds_NP_650355.2_25942	lcl|NT_033777.3_cds_NP_001247102.1_25944
lcl|NT_033777.3_cds_NP_732097.2_26362	lcl|NT_033777.3_cds_NP_001287351.1_26363
lcl|NT_033778.4_cds_NP_523699.3_13150	lcl|NT_033778.4_cds_NP_725056.2_13151
lcl|NT_033778.4_cds_NP_523699.3_13150	lcl|NT_033778.4_cds_NP_725057.2_13152
lcl|NT_033777.3_cds_NP_649936.1_24765	lcl|NT_033777.3_cds_NP_001287263.1_24766
lcl|NC_004353.4_cds_NP_726604.1_30640	lcl|NC_004353.4_cds_NP_726605.1_30641
lcl|NC_004353.4_cds_NP_726604.1_30640	lcl|NC_004353.4_cds_NP_726606.1_30642
lcl|NT_033779.5_cds_NP_523606.1_10581	lcl|NT_033779.5_cds_NP_724248.1_10582
lcl|NC_004354.4_cds_NP_728245.1_4778	lcl|NC_004354.4_cds_NP_001285438.1_4779
lcl|NC_004354.4_cds_NP_572269.1_1327	lcl|NC_004354.4_cds_NP_001259263.1_1328
lcl|NT_033779.5_cds_NP_001036399.1_11120	lcl|NT_033779.5_cds_NP_001036397.2_11121
lcl|NT_033779.5_cds_NP_609132.1_7572	lcl|NT_033779.5_cds_NP_001260213.1_7573
lcl|NC_004354.4_cds_NP_573104.1_3887	lcl|NC_004354.4_cds_NP_001162772.1_3888
lcl|NT_037436.4_cds_NP_647666.2_17844	lcl|NT_037436.4_cds_NP_001137868.1_17845
lcl|NT_033779.5_cds_NP_723277.3_7525	lcl|NT_033779.5_cds_NP_609121.2_7526
lcl|NT_037436.4_cds_NP_001261231.1_17545	lcl|NT_037436.4_cds_NP_001286896.1_17546
lcl|NT_037436.4_cds_NP_001163350.1_18740	lcl|NT_037436.4_cds_NP_001261438.1_18741
lcl|NT_033779.5_cds_NP_524740.2_8475	lcl|NT_033779.5_cds_NP_001260348.1_8476
lcl|NT_037436.4_cds_NP_001097610.1_21180	lcl|NT_037436.4_cds_NP_001261875.1_21181
lcl|NT_033777.3_cds_NP_651437.1_29047	lcl|NT_033777.3_cds_NP_733123.1_29048
lcl|NT_033777.3_cds_NP_651437.1_29047	lcl|NT_033777.3_cds_NP_733124.1_29049
lcl|NT_033777.3_cds_NP_651437.1_29047	lcl|NT_033777.3_cds_NP_001287535.1_29050
lcl|NT_037436.4_cds_NP_648272.1_19718	lcl|NT_037436.4_cds_NP_729435.1_19719
lcl|NT_033778.4_cds_NP_652034.2_12172	lcl|NT_033778.4_cds_NP_724695.1_12173
lcl|NT_033778.4_cds_NP_652034.2_12172	lcl|NT_033778.4_cds_NP_001014508.1_12174
lcl|NT_033778.4_cds_NP_652034.2_12172	lcl|NT_033778.4_cds_NP_001014511.1_12175
lcl|NT_037436.4_cds_NP_647654.1_17798	lcl|NT_037436.4_cds_NP_001261279.1_17799
lcl|NT_033779.5_cds_NP_723117.1_6993	lcl|NT_033779.5_cds_NP_608958.2_6994
lcl|NT_033779.5_cds_NP_723117.1_6993	lcl|NT_033779.5_cds_NP_001162891.1_6995
lcl|NT_033779.5_cds_NP_723117.1_6993	lcl|NT_033779.5_cds_NP_001260105.1_6996
lcl|NT_033779.5_cds_NP_723117.1_6993	lcl|NT_033779.5_cds_NP_001260106.1_6997
lcl|NT_033778.4_cds_NP_725521.1_14488	lcl|NT_033778.4_cds_NP_001286475.1_14489
lcl|NT_033777.3_cds_NP_649948.1_24800	lcl|NT_033777.3_cds_NP_001303452.1_24801
lcl|NC_004354.4_cds_NP_570061.1_880	lcl|NC_004354.4_cds_NP_001284839.1_881
lcl|NT_033779.5_cds_NP_608891.1_6748	lcl|NT_033779.5_cds_NP_723035.1_6749
lcl|NT_033779.5_cds_NP_608891.1_6748	lcl|NT_033779.5_cds_NP_723036.1_6750
lcl|NT_033779.5_cds_NP_608891.1_6748	lcl|NT_033779.5_cds_NP_001260064.1_6751
lcl|NT_037436.4_cds_NP_648063.1_19079	lcl|NT_037436.4_cds_NP_001261492.1_19080
lcl|NT_037436.4_cds_NP_648063.1_19079	lcl|NT_037436.4_cds_NP_001261493.1_19081
lcl|NT_033779.5_cds_NP_608946.3_6960	lcl|NT_033779.5_cds_NP_001188701.2_6961
lcl|NT_033778.4_cds_NP_610842.1_13640	lcl|NT_033778.4_cds_NP_725255.1_13641
lcl|NT_033778.4_cds_NP_610842.1_13640	lcl|NT_033778.4_cds_NP_725256.1_13642
lcl|NC_004354.4_cds_NP_726811.1_677	lcl|NC_004354.4_cds_NP_001188540.1_678
lcl|NC_004354.4_cds_NP_726811.1_677	lcl|NC_004354.4_cds_NP_001188541.1_679
lcl|NT_033778.4_cds_NP_995836.1_14071	lcl|NT_033778.4_cds_NP_001286422.1_14072
lcl|NT_037436.4_cds_NP_730058.2_21236	lcl|NT_037436.4_cds_NP_648783.4_21237
lcl|NT_033777.3_cds_NP_651904.2_30453	lcl|NT_033777.3_cds_NP_001287632.1_30454
lcl|NC_004354.4_cds_NP_001259096.1_80	lcl|NC_004354.4_cds_NP_001259097.1_81
lcl|NT_033779.5_cds_NP_609915.1_10236	lcl|NT_033779.5_cds_NP_001286067.1_10237
lcl|NT_033778.4_cds_NP_610572.1_12779	lcl|NT_033778.4_cds_NP_724912.1_12780
lcl|NT_033777.3_cds_NP_001163604.1_25762	lcl|NT_033777.3_cds_NP_788670.1_25763
lcl|NT_033778.4_cds_NP_536346.1_14858	lcl|NT_033778.4_cds_NP_001286518.1_14859
lcl|NT_037436.4_cds_NP_788470.1_19049	lcl|NT_037436.4_cds_NP_001286956.1_19050
lcl|NT_037436.4_cds_NP_001097570.2_20079	lcl|NT_037436.4_cds_NP_001261669.1_20080
lcl|NT_033778.4_cds_NP_610895.1_13816	lcl|NT_033778.4_cds_NP_001286392.1_13817
lcl|NT_033777.3_cds_NP_477264.1_27169	lcl|NT_033777.3_cds_NP_732412.1_27170
lcl|NT_033777.3_cds_NP_477264.1_27169	lcl|NT_033777.3_cds_NP_001247193.1_27171
lcl|NT_033779.5_cds_NP_609252.1_7974	lcl|NT_033779.5_cds_NP_001285763.1_7975
lcl|NT_033778.4_cds_NP_523640.1_11605	lcl|NT_033778.4_cds_NP_001260758.1_11606
lcl|NC_004354.4_cds_NP_477313.1_314	lcl|NC_004354.4_cds_NP_726730.1_315
lcl|NC_004354.4_cds_NP_477313.1_314	lcl|NC_004354.4_cds_NP_996327.1_316
lcl|NC_004354.4_cds_NP_511154.3_3414	lcl|NC_004354.4_cds_NP_001285243.1_3415
lcl|NC_004354.4_cds_NP_001245787.1_5141	lcl|NC_004354.4_cds_NP_001245788.1_5142
lcl|NC_004354.4_cds_NP_001245787.1_5141	lcl|NC_004354.4_cds_NP_001285503.1_5143
lcl|NT_033778.4_cds_NP_724880.1_12670	lcl|NT_033778.4_cds_NP_001246233.1_12671
lcl|NT_033778.4_cds_NP_001246204.1_12163	lcl|NT_033778.4_cds_NP_001260809.1_12164
lcl|NT_033779.5_cds_NP_609715.1_9433	lcl|NT_033779.5_cds_NP_001285937.1_9434
lcl|NC_004354.4_cds_NP_001356932.1_979	lcl|NC_004354.4_cds_NP_001259229.1_980
lcl|NT_033779.5_cds_NP_609025.1_7192	lcl|NT_033779.5_cds_NP_001285669.1_7193
lcl|NT_033778.4_cds_NP_995908.2_15820	lcl|NT_033778.4_cds_NP_001286645.1_15821
lcl|NT_033778.4_cds_NP_611981.2_17199	lcl|NT_033778.4_cds_NP_001246513.1_17200
lcl|NT_033777.3_cds_NP_730906.1_23528	lcl|NT_033777.3_cds_NP_001287171.1_23529
lcl|NC_004354.4_cds_NP_572750.3_2820	lcl|NC_004354.4_cds_NP_001245632.1_2821
lcl|NC_004354.4_cds_NP_572752.1_2823	lcl|NC_004354.4_cds_NP_001259464.1_2824
lcl|NT_037436.4_cds_NP_729398.1_19622	lcl|NT_037436.4_cds_NP_788484.2_19623
lcl|NC_004354.4_cds_NP_572824.1_3005	lcl|NC_004354.4_cds_NP_001285165.1_3006
lcl|NC_004354.4_cds_NP_572824.1_3005	lcl|NC_004354.4_cds_NP_001285166.1_3007
lcl|NC_004354.4_cds_NP_727936.2_3896	lcl|NC_004354.4_cds_NP_573106.2_3897
lcl|NT_033777.3_cds_NP_649860.1_24516	lcl|NT_033777.3_cds_NP_001262396.1_24517
lcl|NT_033777.3_cds_NP_732102.1_26376	lcl|NT_033777.3_cds_NP_001262621.1_26377
lcl|NT_033777.3_cds_NP_651418.1_28990	lcl|NT_033777.3_cds_NP_733116.1_28991
lcl|NT_033777.3_cds_NP_651418.1_28990	lcl|NT_033777.3_cds_NP_733117.1_28992
lcl|NT_033777.3_cds_NP_651418.1_28990	lcl|NT_033777.3_cds_NP_001262969.1_28993
lcl|NC_004354.4_cds_NP_996493.1_4217	lcl|NC_004354.4_cds_NP_573175.2_4218
lcl|NC_004354.4_cds_NP_573187.2_4249	lcl|NC_004354.4_cds_NP_001245725.1_4250
lcl|NT_033777.3_cds_NP_788738.1_28813	lcl|NT_033777.3_cds_NP_001027210.1_28814
lcl|NT_033778.4_cds_NP_611006.1_14174	lcl|NT_033778.4_cds_NP_001188935.1_14175
lcl|NT_033778.4_cds_NP_611006.1_14174	lcl|NT_033778.4_cds_NP_001188936.1_14176
